,Account number,Organization,Row,RowName,evaluation_status,scope3_emissions
17327,11267,Mahindra & Mahindra,5,Waste generated in operations,"Relevant, calculated",2279
17328,11267,Mahindra & Mahindra,6,Business travel,"Relevant, calculated",26895
17329,11267,Mahindra & Mahindra,7,Employee commuting,"Relevant, calculated",4259
17330,11267,Mahindra & Mahindra,8,Upstream leased assets,"Relevant, calculated",7780
17331,11267,Mahindra & Mahindra,9,Downstream transportation and distribution,"Relevant, calculated",143101
17332,11267,Mahindra & Mahindra,10,Processing of sold products,"Not relevant, explanation provided",Question not applicable
17333,11267,Mahindra & Mahindra,11,Use of sold products,"Relevant, calculated",71819569
17334,11267,Mahindra & Mahindra,12,End of life treatment of sold products,"Relevant, calculated",48020
17335,11267,Mahindra & Mahindra,13,Downstream leased assets,"Relevant, calculated",11008
17336,11267,Mahindra & Mahindra,14,Franchises,"Relevant, calculated",11008
17337,11267,Mahindra & Mahindra,15,Investments,"Not relevant, explanation provided",Question not applicable
17338,11267,Mahindra & Mahindra,16,Other (upstream),Not evaluated,Question not applicable
17339,11267,Mahindra & Mahindra,17,Other (downstream),Not evaluated,Question not applicable
17697,11520,Mazda Motor Corporation,1,Purchased goods and services,"Relevant, calculated",3772982
17698,11520,Mazda Motor Corporation,2,Capital goods,"Relevant, calculated",171508
17699,11520,Mazda Motor Corporation,3,Fuel-and-energy-related activities (not included in Scope 1 or 2),"Relevant, calculated",105146
17700,11520,Mazda Motor Corporation,4,Upstream transportation and distribution,"Relevant, calculated",24769
17701,11520,Mazda Motor Corporation,5,Waste generated in operations,"Relevant, calculated",4046
17702,11520,Mazda Motor Corporation,6,Business travel,"Relevant, calculated",628
17703,11520,Mazda Motor Corporation,7,Employee commuting,"Relevant, calculated",13875
17704,11520,Mazda Motor Corporation,8,Upstream leased assets,"Not relevant, explanation provided",Question not applicable
17705,11520,Mazda Motor Corporation,9,Downstream transportation and distribution,"Relevant, calculated",57741
17706,11520,Mazda Motor Corporation,10,Processing of sold products,"Not relevant, explanation provided",Question not applicable
17707,11520,Mazda Motor Corporation,11,Use of sold products,"Relevant, calculated",26081000
17708,11520,Mazda Motor Corporation,12,End of life treatment of sold products,"Relevant, calculated",288971
17709,11520,Mazda Motor Corporation,13,Downstream leased assets,"Not relevant, explanation provided",Question not applicable
17710,11520,Mazda Motor Corporation,14,Franchises,"Not relevant, explanation provided",Question not applicable
17711,11520,Mazda Motor Corporation,15,Investments,"Not relevant, explanation provided",Question not applicable
17712,11520,Mazda Motor Corporation,16,Other (upstream),"Not relevant, explanation provided",Question not applicable
17713,11520,Mazda Motor Corporation,17,Other (downstream),"Not relevant, explanation provided",Question not applicable
18513,12263,Mitsubishi Motors Corporation,1,Purchased goods and services,"Relevant, calculated",6805925
18514,12263,Mitsubishi Motors Corporation,2,Capital goods,"Relevant, calculated",120650
18515,12263,Mitsubishi Motors Corporation,3,Fuel-and-energy-related activities (not included in Scope 1 or 2),"Relevant, calculated",69830
18516,12263,Mitsubishi Motors Corporation,4,Upstream transportation and distribution,"Relevant, calculated",1622186
18517,12263,Mitsubishi Motors Corporation,5,Waste generated in operations,"Relevant, calculated",14771
18518,12263,Mitsubishi Motors Corporation,6,Business travel,"Relevant, calculated",3696
18519,12263,Mitsubishi Motors Corporation,7,Employee commuting,"Relevant, calculated",12532
18520,12263,Mitsubishi Motors Corporation,8,Upstream leased assets,"Not relevant, explanation provided",Question not applicable
18521,12263,Mitsubishi Motors Corporation,9,Downstream transportation and distribution,"Not relevant, explanation provided",Question not applicable
18522,12263,Mitsubishi Motors Corporation,10,Processing of sold products,"Not relevant, explanation provided",Question not applicable
18523,12263,Mitsubishi Motors Corporation,11,Use of sold products,"Relevant, calculated",19529941
18524,12263,Mitsubishi Motors Corporation,12,End of life treatment of sold products,"Relevant, calculated",517430
18525,12263,Mitsubishi Motors Corporation,13,Downstream leased assets,"Not relevant, explanation provided",Question not applicable
18526,12263,Mitsubishi Motors Corporation,14,Franchises,"Relevant, calculated",12095
18527,12263,Mitsubishi Motors Corporation,15,Investments,"Not relevant, explanation provided",Question not applicable
18528,12263,Mitsubishi Motors Corporation,16,Other (upstream),,Question not applicable
18529,12263,Mitsubishi Motors Corporation,17,Other (downstream),,Question not applicable
18700,12343,MOL Nyrt.,1,Purchased goods and services,"Relevant, calculated",2004138
18701,12343,MOL Nyrt.,2,Capital goods,"Relevant, calculated",14
18702,12343,MOL Nyrt.,3,Fuel-and-energy-related activities (not included in Scope 1 or 2),"Not relevant, explanation provided",Question not applicable
18703,12343,MOL Nyrt.,4,Upstream transportation and distribution,"Relevant, calculated",218772
18704,12343,MOL Nyrt.,5,Waste generated in operations,"Relevant, not yet calculated",Question not applicable
18705,12343,MOL Nyrt.,6,Business travel,"Not relevant, explanation provided",Question not applicable
18706,12343,MOL Nyrt.,7,Employee commuting,"Not relevant, explanation provided",Question not applicable
18707,12343,MOL Nyrt.,8,Upstream leased assets,"Not relevant, explanation provided",Question not applicable
18708,12343,MOL Nyrt.,9,Downstream transportation and distribution,"Not relevant, explanation provided",Question not applicable
18709,12343,MOL Nyrt.,10,Processing of sold products,"Relevant, not yet calculated",Question not applicable
18710,12343,MOL Nyrt.,11,Use of sold products,"Relevant, calculated",55597335
18711,12343,MOL Nyrt.,12,End of life treatment of sold products,"Relevant, calculated",645073
18712,12343,MOL Nyrt.,13,Downstream leased assets,"Not relevant, explanation provided",Question not applicable
18713,12343,MOL Nyrt.,14,Franchises,"Not relevant, explanation provided",Question not applicable
18714,12343,MOL Nyrt.,15,Investments,"Relevant, calculated",345807
18715,12343,MOL Nyrt.,16,Other (upstream),"Not relevant, explanation provided",Question not applicable
18716,12343,MOL Nyrt.,17,Other (downstream),"Not relevant, explanation provided",Question not applicable
20111,13363,"Nissan Motor Co., Ltd.",1,Purchased goods and services,"Relevant, calculated",11839637
20112,13363,"Nissan Motor Co., Ltd.",2,Capital goods,"Relevant, calculated",1066498
20113,13363,"Nissan Motor Co., Ltd.",3,Fuel-and-energy-related activities (not included in Scope 1 or 2),"Relevant, calculated",245623
20114,13363,"Nissan Motor Co., Ltd.",4,Upstream transportation and distribution,"Relevant, calculated",767708
20115,13363,"Nissan Motor Co., Ltd.",5,Waste generated in operations,"Relevant, calculated",118153
20116,13363,"Nissan Motor Co., Ltd.",6,Business travel,"Relevant, calculated",65754
20117,13363,"Nissan Motor Co., Ltd.",7,Employee commuting,"Relevant, calculated",134209
20118,13363,"Nissan Motor Co., Ltd.",8,Upstream leased assets,"Not relevant, explanation provided",Question not applicable
20119,13363,"Nissan Motor Co., Ltd.",9,Downstream transportation and distribution,"Relevant, calculated",522967
20120,13363,"Nissan Motor Co., Ltd.",10,Processing of sold products,"Relevant, calculated",6438
20121,13363,"Nissan Motor Co., Ltd.",11,Use of sold products,"Relevant, calculated",103391343
20122,13363,"Nissan Motor Co., Ltd.",12,End of life treatment of sold products,"Relevant, calculated",253058
20123,13363,"Nissan Motor Co., Ltd.",13,Downstream leased assets,"Relevant, calculated",416983
20124,13363,"Nissan Motor Co., Ltd.",14,Franchises,"Not relevant, explanation provided",Question not applicable
20125,13363,"Nissan Motor Co., Ltd.",15,Investments,"Not relevant, explanation provided",Question not applicable
20126,13363,"Nissan Motor Co., Ltd.",16,Other (upstream),"Not relevant, explanation provided",Question not applicable
20127,13363,"Nissan Motor Co., Ltd.",17,Other (downstream),"Not relevant, explanation provided",Question not applicable
20723,13649,Occidental Petroleum Corporation,1,Purchased goods and services,"Not relevant, explanation provided",Question not applicable
20724,13649,Occidental Petroleum Corporation,2,Capital goods,"Not relevant, explanation provided",Question not applicable
20725,13649,Occidental Petroleum Corporation,3,Fuel-and-energy-related activities (not included in Scope 1 or 2),"Not relevant, explanation provided",Question not applicable
20726,13649,Occidental Petroleum Corporation,4,Upstream transportation and distribution,"Not relevant, explanation provided",Question not applicable
20727,13649,Occidental Petroleum Corporation,5,Waste generated in operations,"Not relevant, explanation provided",Question not applicable
20728,13649,Occidental Petroleum Corporation,6,Business travel,"Not relevant, explanation provided",Question not applicable
20729,13649,Occidental Petroleum Corporation,7,Employee commuting,"Not relevant, explanation provided",Question not applicable
20730,13649,Occidental Petroleum Corporation,8,Upstream leased assets,"Not relevant, explanation provided",Question not applicable
20731,13649,Occidental Petroleum Corporation,9,Downstream transportation and distribution,"Relevant, calculated",1600000
20732,13649,Occidental Petroleum Corporation,10,Processing of sold products,"Relevant, calculated",20200000
20733,13649,Occidental Petroleum Corporation,11,Use of sold products,"Relevant, calculated",195200000
20734,13649,Occidental Petroleum Corporation,12,End of life treatment of sold products,"Not relevant, explanation provided",Question not applicable
20735,13649,Occidental Petroleum Corporation,13,Downstream leased assets,"Not relevant, explanation provided",Question not applicable
20736,13649,Occidental Petroleum Corporation,14,Franchises,"Not relevant, explanation provided",Question not applicable
20737,13649,Occidental Petroleum Corporation,15,Investments,"Not relevant, explanation provided",Question not applicable
20738,13649,Occidental Petroleum Corporation,16,Other (upstream),Not evaluated,Question not applicable
20739,13649,Occidental Petroleum Corporation,17,Other (downstream),Not evaluated,Question not applicable
20893,13870,OMV AG,1,Purchased goods and services,"Relevant, calculated",11295092
20894,13870,OMV AG,2,Capital goods,"Relevant, calculated",702897
20895,13870,OMV AG,3,Fuel-and-energy-related activities (not included in Scope 1 or 2),"Relevant, calculated",409484
20896,13870,OMV AG,4,Upstream transportation and distribution,"Not relevant, explanation provided",Question not applicable
20897,13870,OMV AG,5,Waste generated in operations,"Relevant, calculated",282824
20898,13870,OMV AG,6,Business travel,"Not relevant, explanation provided",Question not applicable
20899,13870,OMV AG,7,Employee commuting,"Not relevant, explanation provided",Question not applicable
20900,13870,OMV AG,8,Upstream leased assets,"Not relevant, explanation provided",Question not applicable
20901,13870,OMV AG,9,Downstream transportation and distribution,"Not relevant, explanation provided",Question not applicable
20902,13870,OMV AG,10,Processing of sold products,"Relevant, calculated",9559940
20903,13870,OMV AG,11,Use of sold products,"Relevant, calculated",97135850
20904,13870,OMV AG,12,End of life treatment of sold products,"Relevant, calculated",11095033
20905,13870,OMV AG,13,Downstream leased assets,"Not relevant, explanation provided",Question not applicable
20906,13870,OMV AG,14,Franchises,"Not relevant, explanation provided",Question not applicable
20907,13870,OMV AG,15,Investments,"Relevant, not yet calculated",Question not applicable
20908,13870,OMV AG,16,Other (upstream),"Not relevant, explanation provided",Question not applicable
20909,13870,OMV AG,17,Other (downstream),"Not relevant, explanation provided",Question not applicable
21250,14169,PACCAR Inc,1,Purchased goods and services,"Not relevant, calculated",1525189
21251,14169,PACCAR Inc,2,Capital goods,"Not relevant, calculated",397565
21252,14169,PACCAR Inc,3,Fuel-and-energy-related activities (not included in Scope 1 or 2),"Not relevant, calculated",11010
21253,14169,PACCAR Inc,4,Upstream transportation and distribution,"Not relevant, calculated",2404200
21254,14169,PACCAR Inc,5,Waste generated in operations,"Not relevant, calculated",214
21255,14169,PACCAR Inc,6,Business travel,"Not relevant, calculated",7874
21256,14169,PACCAR Inc,7,Employee commuting,"Not relevant, calculated",50289
21257,14169,PACCAR Inc,8,Upstream leased assets,"Not relevant, explanation provided",Question not applicable
21258,14169,PACCAR Inc,9,Downstream transportation and distribution,"Not relevant, calculated",324605
21259,14169,PACCAR Inc,10,Processing of sold products,"Not relevant, calculated",82810
21260,14169,PACCAR Inc,11,Use of sold products,"Relevant, calculated",109724549
21261,14169,PACCAR Inc,12,End of life treatment of sold products,"Not relevant, calculated",13772
21262,14169,PACCAR Inc,13,Downstream leased assets,"Not relevant, calculated",785
21263,14169,PACCAR Inc,14,Franchises,"Not relevant, explanation provided",Question not applicable
21264,14169,PACCAR Inc,15,Investments,"Not relevant, explanation provided",Question not applicable
21265,14169,PACCAR Inc,16,Other (upstream),"Not relevant, explanation provided",Question not applicable
21266,14169,PACCAR Inc,17,Other (downstream),"Not relevant, explanation provided",Question not applicable
21590,14654,Petróleo Brasileiro SA - Petrobras,1,Purchased goods and services,"Relevant, calculated",2101810
21591,14654,Petróleo Brasileiro SA - Petrobras,2,Capital goods,"Not relevant, explanation provided",Question not applicable
21592,14654,Petróleo Brasileiro SA - Petrobras,3,Fuel-and-energy-related activities (not included in Scope 1 or 2),"Relevant, calculated",937144
21593,14654,Petróleo Brasileiro SA - Petrobras,4,Upstream transportation and distribution,"Relevant, calculated",2596475
21594,14654,Petróleo Brasileiro SA - Petrobras,5,Waste generated in operations,"Not relevant, calculated",34721
21595,14654,Petróleo Brasileiro SA - Petrobras,6,Business travel,"Not relevant, calculated",8324
21596,14654,Petróleo Brasileiro SA - Petrobras,7,Employee commuting,"Not relevant, calculated",26043
21597,14654,Petróleo Brasileiro SA - Petrobras,8,Upstream leased assets,"Not relevant, explanation provided",Question not applicable
21598,14654,Petróleo Brasileiro SA - Petrobras,9,Downstream transportation and distribution,"Not relevant, explanation provided",Question not applicable
21599,14654,Petróleo Brasileiro SA - Petrobras,10,Processing of sold products,"Relevant, calculated",16931817
21600,14654,Petróleo Brasileiro SA - Petrobras,11,Use of sold products,"Relevant, calculated",420517720
21601,14654,Petróleo Brasileiro SA - Petrobras,12,End of life treatment of sold products,"Not relevant, explanation provided",Question not applicable
21602,14654,Petróleo Brasileiro SA - Petrobras,13,Downstream leased assets,"Not relevant, explanation provided",Question not applicable
21603,14654,Petróleo Brasileiro SA - Petrobras,14,Franchises,"Not relevant, explanation provided",Question not applicable
21604,14654,Petróleo Brasileiro SA - Petrobras,15,Investments,"Not relevant, explanation provided",Question not applicable
21605,14654,Petróleo Brasileiro SA - Petrobras,16,Other (upstream),"Not relevant, explanation provided",Question not applicable
21606,14654,Petróleo Brasileiro SA - Petrobras,17,Other (downstream),"Not relevant, explanation provided",Question not applicable
21760,14774,ORLEN S.A.,1,Purchased goods and services,Not evaluated,Question not applicable
21761,14774,ORLEN S.A.,2,Capital goods,Not evaluated,Question not applicable
21762,14774,ORLEN S.A.,3,Fuel-and-energy-related activities (not included in Scope 1 or 2),Not evaluated,Question not applicable
21763,14774,ORLEN S.A.,4,Upstream transportation and distribution,Not evaluated,Question not applicable
21764,14774,ORLEN S.A.,5,Waste generated in operations,Not evaluated,Question not applicable
21765,14774,ORLEN S.A.,6,Business travel,Not evaluated,Question not applicable
21766,14774,ORLEN S.A.,7,Employee commuting,Not evaluated,Question not applicable
21767,14774,ORLEN S.A.,8,Upstream leased assets,Not evaluated,Question not applicable
21768,14774,ORLEN S.A.,9,Downstream transportation and distribution,Not evaluated,Question not applicable
21769,14774,ORLEN S.A.,10,Processing of sold products,Not evaluated,Question not applicable
21770,14774,ORLEN S.A.,11,Use of sold products,Not evaluated,Question not applicable
21771,14774,ORLEN S.A.,12,End of life treatment of sold products,Not evaluated,Question not applicable
21772,14774,ORLEN S.A.,13,Downstream leased assets,Not evaluated,Question not applicable
21773,14774,ORLEN S.A.,14,Franchises,Not evaluated,Question not applicable
21774,14774,ORLEN S.A.,15,Investments,Not evaluated,Question not applicable
21775,14774,ORLEN S.A.,16,Other (upstream),Not evaluated,Question not applicable
21776,14774,ORLEN S.A.,17,Other (downstream),Not evaluated,Question not applicable
21794,14802,Pioneer Natural Resources,1,Purchased goods and services,"Not relevant, explanation provided",Question not applicable
21795,14802,Pioneer Natural Resources,2,Capital goods,"Not relevant, explanation provided",Question not applicable
21796,14802,Pioneer Natural Resources,3,Fuel-and-energy-related activities (not included in Scope 1 or 2),"Not relevant, explanation provided",Question not applicable
21797,14802,Pioneer Natural Resources,4,Upstream transportation and distribution,"Not relevant, explanation provided",Question not applicable
21798,14802,Pioneer Natural Resources,5,Waste generated in operations,"Not relevant, explanation provided",Question not applicable
21799,14802,Pioneer Natural Resources,6,Business travel,"Not relevant, explanation provided",Question not applicable
21800,14802,Pioneer Natural Resources,7,Employee commuting,"Not relevant, explanation provided",Question not applicable
21801,14802,Pioneer Natural Resources,8,Upstream leased assets,"Not relevant, explanation provided",Question not applicable
21802,14802,Pioneer Natural Resources,9,Downstream transportation and distribution,"Relevant, calculated",13000000
21803,14802,Pioneer Natural Resources,10,Processing of sold products,"Relevant, calculated",31000000
21804,14802,Pioneer Natural Resources,11,Use of sold products,"Relevant, calculated",118000000
21805,14802,Pioneer Natural Resources,12,End of life treatment of sold products,"Not relevant, explanation provided",Question not applicable
21806,14802,Pioneer Natural Resources,13,Downstream leased assets,"Not relevant, explanation provided",Question not applicable
21807,14802,Pioneer Natural Resources,14,Franchises,"Not relevant, explanation provided",Question not applicable
21808,14802,Pioneer Natural Resources,15,Investments,"Not relevant, explanation provided",Question not applicable
21809,14802,Pioneer Natural Resources,16,Other (upstream),"Not relevant, explanation provided",Question not applicable
21810,14802,Pioneer Natural Resources,17,Other (downstream),"Not relevant, explanation provided",Question not applicable
22389,15297,PTT,1,Purchased goods and services,"Relevant, not yet calculated",Question not applicable
22390,15297,PTT,2,Capital goods,"Relevant, not yet calculated",Question not applicable
22391,15297,PTT,3,Fuel-and-energy-related activities (not included in Scope 1 or 2),"Relevant, not yet calculated",Question not applicable
22392,15297,PTT,4,Upstream transportation and distribution,"Relevant, not yet calculated",Question not applicable
22393,15297,PTT,5,Waste generated in operations,"Relevant, calculated",35185
22394,15297,PTT,6,Business travel,"Relevant, calculated",4246
22395,15297,PTT,7,Employee commuting,"Relevant, not yet calculated",Question not applicable
22396,15297,PTT,8,Upstream leased assets,"Relevant, not yet calculated",Question not applicable
22397,15297,PTT,9,Downstream transportation and distribution,"Relevant, not yet calculated",Question not applicable
22398,15297,PTT,10,Processing of sold products,"Relevant, not yet calculated",Question not applicable
22399,15297,PTT,11,Use of sold products,"Relevant, calculated",132132928
22400,15297,PTT,12,End of life treatment of sold products,"Relevant, not yet calculated",Question not applicable
22401,15297,PTT,13,Downstream leased assets,"Not relevant, explanation provided",Question not applicable
22402,15297,PTT,14,Franchises,"Not relevant, explanation provided",Question not applicable
22403,15297,PTT,15,Investments,"Not relevant, explanation provided",Question not applicable
22404,15297,PTT,16,Other (upstream),Not evaluated,Question not applicable
22405,15297,PTT,17,Other (downstream),Not evaluated,Question not applicable
22967,15634,Renault Group,1,Purchased goods and services,"Relevant, calculated",8211912
22968,15634,Renault Group,2,Capital goods,"Relevant, calculated",673002
22969,15634,Renault Group,3,Fuel-and-energy-related activities (not included in Scope 1 or 2),"Not relevant, calculated",91611
22970,15634,Renault Group,4,Upstream transportation and distribution,"Relevant, calculated",336569
22971,15634,Renault Group,5,Waste generated in operations,"Relevant, calculated",1062344
22972,15634,Renault Group,6,Business travel,"Not relevant, calculated",16389
22973,15634,Renault Group,7,Employee commuting,"Not relevant, calculated",15783
22974,15634,Renault Group,8,Upstream leased assets,"Not relevant, explanation provided",Question not applicable
22975,15634,Renault Group,9,Downstream transportation and distribution,"Relevant, calculated",329753
22976,15634,Renault Group,10,Processing of sold products,"Not relevant, explanation provided",Question not applicable
22977,15634,Renault Group,11,Use of sold products,"Relevant, calculated",45937304
22978,15634,Renault Group,12,End of life treatment of sold products,"Relevant, calculated",1425175
22979,15634,Renault Group,13,Downstream leased assets,"Not relevant, explanation provided",Question not applicable
22980,15634,Renault Group,14,Franchises,"Relevant, calculated",178407
22981,15634,Renault Group,15,Investments,"Relevant, calculated",971781
22982,15634,Renault Group,16,Other (upstream),,Question not applicable
22983,15634,Renault Group,17,Other (downstream),,Question not applicable
23086,15669,Repsol,1,Purchased goods and services,"Relevant, calculated",6182652
23087,15669,Repsol,2,Capital goods,"Not relevant, calculated",596775
23088,15669,Repsol,3,Fuel-and-energy-related activities (not included in Scope 1 or 2),"Not relevant, calculated",41484
23089,15669,Repsol,4,Upstream transportation and distribution,"Not relevant, calculated",1332026
23090,15669,Repsol,5,Waste generated in operations,"Not relevant, calculated",38722
23091,15669,Repsol,6,Business travel,"Not relevant, calculated",4237
23092,15669,Repsol,7,Employee commuting,"Not relevant, calculated",25586
23093,15669,Repsol,8,Upstream leased assets,"Not relevant, calculated",11193
23094,15669,Repsol,9,Downstream transportation and distribution,"Not relevant, calculated",464245
23095,15669,Repsol,10,Processing of sold products,"Not relevant, calculated",859877
23096,15669,Repsol,11,Use of sold products,"Relevant, calculated",66161816
23097,15669,Repsol,12,End of life treatment of sold products,"Not relevant, calculated",41219
23098,15669,Repsol,13,Downstream leased assets,"Not relevant, calculated",18477
23099,15669,Repsol,14,Franchises,"Not relevant, calculated",21105
23100,15669,Repsol,15,Investments,"Not relevant, explanation provided",Question not applicable
23101,15669,Repsol,16,Other (upstream),,Question not applicable
23102,15669,Repsol,17,Other (downstream),,Question not applicable
23596,16012,Shell PLC,1,Purchased goods and services,"Relevant, calculated",144000000
23597,16012,Shell PLC,2,Capital goods,"Relevant, not yet calculated",Question not applicable
23598,16012,Shell PLC,3,Fuel-and-energy-related activities (not included in Scope 1 or 2),"Relevant, calculated",117000000
23599,16012,Shell PLC,4,Upstream transportation and distribution,"Not relevant, explanation provided",Question not applicable
23600,16012,Shell PLC,5,Waste generated in operations,"Not relevant, explanation provided",Question not applicable
23601,16012,Shell PLC,6,Business travel,"Not relevant, explanation provided",Question not applicable
23602,16012,Shell PLC,7,Employee commuting,"Not relevant, calculated",200000
23603,16012,Shell PLC,8,Upstream leased assets,"Relevant, calculated",3400000
23604,16012,Shell PLC,9,Downstream transportation and distribution,"Relevant, calculated",6000000
23605,16012,Shell PLC,10,Processing of sold products,"Relevant, calculated",3000000
23606,16012,Shell PLC,11,Use of sold products,"Relevant, calculated",910350000
23607,16012,Shell PLC,12,End of life treatment of sold products,"Relevant, calculated",17000000
23608,16012,Shell PLC,13,Downstream leased assets,"Not relevant, explanation provided",Question not applicable
23609,16012,Shell PLC,14,Franchises,"Relevant, calculated",1700000
23610,16012,Shell PLC,15,Investments,"Relevant, calculated",1100000
23611,16012,Shell PLC,16,Other (upstream),"Not relevant, explanation provided",Question not applicable
23612,16012,Shell PLC,17,Other (downstream),"Not relevant, explanation provided",Question not applicable
24395,16418,Schlumberger Limited,1,Purchased goods and services,"Relevant, calculated",6746614
24396,16418,Schlumberger Limited,2,Capital goods,"Relevant, calculated",93713
24397,16418,Schlumberger Limited,3,Fuel-and-energy-related activities (not included in Scope 1 or 2),"Relevant, calculated",90133
24398,16418,Schlumberger Limited,4,Upstream transportation and distribution,"Relevant, calculated",927600
24399,16418,Schlumberger Limited,5,Waste generated in operations,"Relevant, calculated",64781
24400,16418,Schlumberger Limited,6,Business travel,"Relevant, calculated",122918
24401,16418,Schlumberger Limited,7,Employee commuting,"Relevant, calculated",58179
24402,16418,Schlumberger Limited,8,Upstream leased assets,"Relevant, calculated",743128
24403,16418,Schlumberger Limited,9,Downstream transportation and distribution,"Relevant, calculated",1000
24404,16418,Schlumberger Limited,10,Processing of sold products,"Not relevant, explanation provided",Question not applicable
24405,16418,Schlumberger Limited,11,Use of sold products,"Relevant, calculated",19824752
24406,16418,Schlumberger Limited,12,End of life treatment of sold products,"Relevant, calculated",122493
24407,16418,Schlumberger Limited,13,Downstream leased assets,"Relevant, calculated",3504935
24408,16418,Schlumberger Limited,14,Franchises,"Not relevant, explanation provided",Question not applicable
24409,16418,Schlumberger Limited,15,Investments,"Relevant, calculated",2548727
24410,16418,Schlumberger Limited,16,Other (upstream),"Not relevant, explanation provided",Question not applicable
24411,16418,Schlumberger Limited,17,Other (downstream),"Not relevant, explanation provided",Question not applicable
26027,17420,Southwest Airlines Co.,1,Purchased goods and services,"Relevant, calculated",1496394
26028,17420,Southwest Airlines Co.,2,Capital goods,"Relevant, calculated",197969
26029,17420,Southwest Airlines Co.,3,Fuel-and-energy-related activities (not included in Scope 1 or 2),"Relevant, calculated",3751272
26030,17420,Southwest Airlines Co.,4,Upstream transportation and distribution,"Not relevant, explanation provided",Question not applicable
26031,17420,Southwest Airlines Co.,5,Waste generated in operations,"Relevant, calculated",1632
26032,17420,Southwest Airlines Co.,6,Business travel,"Not relevant, explanation provided",Question not applicable
26033,17420,Southwest Airlines Co.,7,Employee commuting,"Relevant, calculated",162762
26034,17420,Southwest Airlines Co.,8,Upstream leased assets,"Not relevant, explanation provided",Question not applicable
26035,17420,Southwest Airlines Co.,9,Downstream transportation and distribution,"Not relevant, explanation provided",Question not applicable
26036,17420,Southwest Airlines Co.,10,Processing of sold products,"Not relevant, explanation provided",Question not applicable
26037,17420,Southwest Airlines Co.,11,Use of sold products,"Not relevant, explanation provided",Question not applicable
26038,17420,Southwest Airlines Co.,12,End of life treatment of sold products,"Not relevant, explanation provided",Question not applicable
26039,17420,Southwest Airlines Co.,13,Downstream leased assets,"Not relevant, explanation provided",Question not applicable
26040,17420,Southwest Airlines Co.,14,Franchises,"Not relevant, explanation provided",Question not applicable
26041,17420,Southwest Airlines Co.,15,Investments,"Not relevant, explanation provided",Question not applicable
26042,17420,Southwest Airlines Co.,16,Other (upstream),Not evaluated,Question not applicable
26043,17420,Southwest Airlines Co.,17,Other (downstream),Not evaluated,Question not applicable
26741,17929,Suncor Energy Inc.,1,Purchased goods and services,"Relevant, calculated",2000000
26742,17929,Suncor Energy Inc.,2,Capital goods,"Relevant, not yet calculated",Question not applicable
26743,17929,Suncor Energy Inc.,3,Fuel-and-energy-related activities (not included in Scope 1 or 2),"Relevant, calculated",7500000
26744,17929,Suncor Energy Inc.,4,Upstream transportation and distribution,"Relevant, not yet calculated",Question not applicable
26745,17929,Suncor Energy Inc.,5,Waste generated in operations,"Relevant, not yet calculated",Question not applicable
26746,17929,Suncor Energy Inc.,6,Business travel,"Relevant, not yet calculated",Question not applicable
26747,17929,Suncor Energy Inc.,7,Employee commuting,"Relevant, not yet calculated",Question not applicable
26748,17929,Suncor Energy Inc.,8,Upstream leased assets,"Relevant, not yet calculated",Question not applicable
26749,17929,Suncor Energy Inc.,9,Downstream transportation and distribution,"Relevant, not yet calculated",Question not applicable
26750,17929,Suncor Energy Inc.,10,Processing of sold products,"Relevant, calculated",7500000
26751,17929,Suncor Energy Inc.,11,Use of sold products,"Relevant, calculated",126000000
26752,17929,Suncor Energy Inc.,12,End of life treatment of sold products,"Not relevant, explanation provided",Question not applicable
26753,17929,Suncor Energy Inc.,13,Downstream leased assets,"Relevant, not yet calculated",Question not applicable
26754,17929,Suncor Energy Inc.,14,Franchises,"Relevant, not yet calculated",Question not applicable
26755,17929,Suncor Energy Inc.,15,Investments,"Relevant, not yet calculated",Question not applicable
26756,17929,Suncor Energy Inc.,16,Other (upstream),Not evaluated,Question not applicable
26757,17929,Suncor Energy Inc.,17,Other (downstream),Not evaluated,Question not applicable
26826,18074,Suzuki Motor Corporation,1,Purchased goods and services,"Relevant, calculated",10197586
26827,18074,Suzuki Motor Corporation,2,Capital goods,"Relevant, calculated",649604
26828,18074,Suzuki Motor Corporation,3,Fuel-and-energy-related activities (not included in Scope 1 or 2),"Relevant, calculated",227655
26829,18074,Suzuki Motor Corporation,4,Upstream transportation and distribution,"Relevant, calculated",66897
26830,18074,Suzuki Motor Corporation,5,Waste generated in operations,"Relevant, calculated",15016
26831,18074,Suzuki Motor Corporation,6,Business travel,"Relevant, calculated",5180
26832,18074,Suzuki Motor Corporation,7,Employee commuting,"Relevant, calculated",43805
26833,18074,Suzuki Motor Corporation,8,Upstream leased assets,"Relevant, calculated",102
26834,18074,Suzuki Motor Corporation,9,Downstream transportation and distribution,"Relevant, calculated",742683
26835,18074,Suzuki Motor Corporation,10,Processing of sold products,"Not relevant, explanation provided",Question not applicable
26836,18074,Suzuki Motor Corporation,11,Use of sold products,"Relevant, calculated",62494916
26837,18074,Suzuki Motor Corporation,12,End of life treatment of sold products,"Relevant, calculated",29114
26838,18074,Suzuki Motor Corporation,13,Downstream leased assets,"Not relevant, explanation provided",Question not applicable
26839,18074,Suzuki Motor Corporation,14,Franchises,"Not relevant, explanation provided",Question not applicable
26840,18074,Suzuki Motor Corporation,15,Investments,"Not relevant, explanation provided",Question not applicable
